Date,PM_2_5,T,Tm,TM,SLP,H,VV,V,VM
2021-11-14,66.3,24.8,13.6,24.8,997.5,41.4,1.75,1.38,4.14
2021-11-15,103.1,19.6,14.1,19.6,1014.8,37.9,2.84,0.87,6.13
2021-11-16,86.4,26.6,16.1,26.6,1010.9,92.2,3.56,1.86,2.38
2021-11-17,98.1,24.4,18.9,24.4,1019.3,88.7,2.04,2.15,2.49
2021-11-18,64.0,21.3,15.4,21.3,1022.0,66.1,4.92,1.95,4.76
2021-11-19,97.1,26.0,17.2,26.0,1011.9,63.8,4.46,1.51,3.39
2021-11-20,8.0,26.7,20.0,26.7,1016.4,64.5,5.04,1.94,5.88
2021-11-21,56.4,22.2,14.6,22.2,1013.1,63.4,3.04,1.78,2.36
2021-11-22,85.9,22.2,14.4,22.2,1001.1,55.0,0.23,2.27,5.22
2021-11-23,91.0,15.4,11.1,15.4,1011.1,53.8,1.53,0.6,6.01
2021-11-24,102.6,24.7,17.5,24.7,1013.3,36.0,3.76,0.5,4.23
2021-11-25,71.0,22.1,11.6,22.1,1010.3,46.4,3.09,0.3,3.89
2021-11-26,85.8,23.9,17.1,23.9,1000.4,42.4,2.86,2.55,8.24
2021-11-27,90.4,19.0,12.5,19.0,1003.2,39.6,6.41,2.39,5.43
2021-11-28,89.1,32.6,23.2,32.6,1019.7,79.5,0.41,3.71,6.95
2021-11-29,87.8,23.0,16.9,23.0,1004.5,85.1,3.49,2.61,4.75
2021-11-30,101.2,25.5,18.0,25.5,1000.6,76.5,5.78,1.38,3.74
2021-12-01,97.3,30.6,19.8,30.6,997.1,63.5,0.72,1.01,5.1
2021-12-02,67.6,26.2,19.2,26.2,1004.9,89.7,3.58,0.93,2.71
2021-12-03,48.4,19.6,13.9,19.6,1004.7,44.7,1.0,0.3,1.28
2021-12-04,86.3,27.7,16.2,27.7,1018.4,75.8,3.51,0.27,8.57
2021-12-05,104.9,26.1,15.1,26.1,1013.0,49.1,1.33,2.9,4.15
2021-12-06,62.7,27.5,19.8,27.5,1012.3,67.3,1.23,2.56,2.01
2021-12-07,122.6,21.6,13.7,21.6,1001.2,45.9,0.7,0.39,4.32
2021-12-08,91.9,19.5,10.9,19.5,1003.6,80.4,3.07,2.71,0.5
2021-12-09,115.5,22.8,18.2,22.8,1001.8,71.6,0.46,2.65,3.32
2021-12-10,46.7,21.4,13.9,21.4,1007.4,90.1,4.53,2.55,4.09
2021-12-11,59.8,21.4,9.8,21.4,1006.2,65.9,3.03,2.66,4.45
2021-12-12,80.5,16.8,12.0,16.8,1005.8,61.8,1.52,1.67,1.51
2021-12-13,47.2,22.7,15.6,22.7,1004.8,83.3,2.17,0.78,4.08
2021-12-14,122.1,18.1,13.3,18.1,1021.0,72.4,1.27,4.42,4.23
2021-12-15,68.7,22.6,15.1,22.6,1010.4,81.1,4.43,1.13,1.91
2021-12-16,94.8,30.2,18.8,30.2,1001.4,93.8,3.22,4.12,1.5
2021-12-17,80.5,23.7,14.9,23.7,1004.3,47.2,1.8,1.13,5.74
2021-12-18,99.7,26.5,19.9,26.5,1009.5,83.1,1.52,1.1,5.66
2021-12-19,114.1,17.4,11.4,17.4,998.4,64.7,2.29,2.74,3.71
2021-12-20,57.5,23.1,16.6,23.1,1009.6,38.1,6.52,2.98,2.33
2021-12-21,50.1,25.2,14.2,25.2,1004.2,48.0,3.83,1.49,2.42
2021-12-22,41.5,19.3,11.3,19.3,1008.3,85.2,1.56,3.27,4.51
2021-12-23,74.9,17.4,8.0,17.4,1015.9,56.9,2.81,2.92,3.18
2021-12-24,65.7,23.0,13.3,23.0,1012.7,43.6,2.01,2.67,4.65
2021-12-25,54.2,28.5,22.9,28.5,1010.1,93.7,4.04,1.89,5.07
2021-12-26,48.3,22.2,13.4,22.2,1019.8,56.6,3.52,1.0,2.04
2021-12-27,70.1,22.4,17.1,22.4,1024.2,37.5,3.82,1.28,5.43
2021-12-28,78.8,18.2,14.1,18.2,1009.5,66.2,3.1,1.39,2.52
2021-12-29,93.7,18.6,9.2,18.6,1022.4,79.3,1.46,2.83,0.7
2021-12-30,140.0,20.0,8.0,20.0,1022.5,47.1,2.17,2.43,2.21
2021-12-31,95.2,22.0,11.5,22.0,1018.0,86.9,1.95,2.2,1.32
2022-01-01,104.1,26.1,21.4,26.1,1009.6,46.0,1.51,2.09,2.58
2022-01-02,99.1,21.5,17.2,21.5,1009.6,54.6,1.69,1.39,1.7
2022-01-03,89.4,33.4,23.8,33.4,1020.3,53.4,2.18,2.47,3.94
2022-01-04,111.6,29.4,23.8,29.4,1004.5,78.1,2.96,1.72,6.37
2022-01-05,65.3,28.3,18.9,28.3,994.3,70.7,0.69,1.32,2.51
2022-01-06,93.2,26.7,19.7,26.7,996.6,73.3,0.29,2.37,4.73
2022-01-07,74.6,39.8,28.2,39.8,1014.8,58.4,2.21,3.16,6.2
2022-01-08,42.5,30.4,24.2,30.4,1017.7,61.1,0.63,0.59,7.65
2022-01-09,81.3,21.5,14.3,21.5,1007.1,55.3,0.2,0.1,4.54
2022-01-10,73.8,27.2,19.0,27.2,1014.8,94.4,2.05,1.01,1.53
2022-01-11,61.3,25.7,19.5,25.7,998.4,91.9,5.52,0.73,0.63
2022-01-12,81.9,30.8,22.4,30.8,1001.0,41.7,1.32,0.64,2.78
2022-01-13,72.3,33.2,22.9,33.2,1009.8,63.8,2.62,3.08,1.19
2022-01-14,35.6,31.0,23.1,31.0,1007.6,89.2,1.77,1.46,6.79
2022-01-15,11.8,29.4,23.5,29.4,1010.2,80.1,3.59,4.19,1.62
2022-01-16,77.2,25.7,19.3,25.7,1011.3,46.1,1.87,2.06,2.66
2022-01-17,58.4,26.5,19.4,26.5,1000.6,77.4,2.3,0.34,6.2
2022-01-18,56.3,26.0,22.0,26.0,1012.0,50.9,1.64,2.05,8.07
2022-01-19,19.1,28.6,20.3,28.6,1001.6,55.9,5.74,1.55,8.16
2022-01-20,88.4,31.6,20.3,31.6,1015.1,48.5,3.15,2.17,4.35
2022-01-21,108.8,32.1,23.3,32.1,1004.9,37.2,1.57,1.55,2.09
2022-01-22,68.5,26.4,21.7,26.4,1010.1,57.1,2.39,5.83,6.0
2022-01-23,87.4,24.0,18.0,24.0,1008.8,87.5,3.22,2.21,7.84
2022-01-24,40.5,38.9,27.6,38.9,1015.8,49.5,2.71,1.59,5.36
2022-01-25,77.3,27.4,15.4,27.4,1015.6,85.8,4.01,3.32,3.96
2022-01-26,41.1,20.1,14.5,20.1,1015.7,43.3,1.85,2.04,4.05
2022-01-27,66.6,22.1,17.2,22.1,1011.8,46.1,0.55,1.13,5.44
2022-01-28,94.0,26.2,19.1,26.2,1007.6,53.1,4.45,2.45,8.95
2022-01-29,56.1,28.9,19.4,28.9,1008.0,49.5,1.08,2.12,4.69
2022-01-30,72.6,34.5,24.0,34.5,1012.6,80.9,1.87,1.7,5.1
2022-01-31,98.0,25.6,20.2,25.6,1007.4,84.4,1.0,2.92,4.89
2022-02-01,114.8,30.0,20.2,30.0,1020.6,68.3,1.59,1.78,4.26
2022-02-02,50.4,27.8,21.9,27.8,1006.2,92.7,2.06,1.76,3.52
2022-02-03,57.3,25.7,21.7,25.7,1023.3,44.7,3.31,1.73,1.17
2022-02-04,72.8,28.2,16.6,28.2,1009.8,85.6,3.6,3.0,4.46
2022-02-05,80.2,30.1,22.6,30.1,1004.3,45.7,6.43,1.89,3.49
2022-02-06,57.7,25.1,14.2,25.1,1010.5,81.4,5.27,5.01,2.22
2022-02-07,101.4,33.7,22.5,33.7,1013.8,35.3,4.89,2.74,4.69
2022-02-08,106.2,34.9,23.6,34.9,1012.6,55.8,3.27,1.9,2.29
2022-02-09,66.5,19.9,15.8,19.9,1012.1,79.0,2.53,2.78,4.34
2022-02-10,51.2,31.5,25.1,31.5,1000.2,71.5,2.48,3.18,6.34
2022-02-11,80.3,27.0,15.2,27.0,1002.8,84.6,0.2,2.14,5.29
2022-02-12,71.3,27.6,21.8,27.6,998.4,60.3,4.24,3.24,3.09
2022-02-13,105.1,25.6,18.7,25.6,1013.9,85.6,3.69,1.07,2.13
2022-02-14,38.7,26.1,21.0,26.1,1009.4,91.7,4.66,1.49,2.55
2022-02-15,106.2,36.2,25.7,36.2,996.1,41.8,3.42,2.02,7.11
2022-02-16,40.8,34.0,22.7,34.0,1020.6,80.3,4.05,1.22,1.18
2022-02-17,47.2,23.4,17.6,23.4,1019.6,55.0,2.91,0.76,3.76
2022-02-18,57.9,35.3,25.8,35.3,1013.9,40.9,0.2,1.07,1.77
2022-02-19,84.3,30.2,20.4,30.2,1006.9,56.8,1.06,0.9,3.54
2022-02-20,57.5,29.0,18.3,29.0,1023.9,94.4,2.47,2.05,3.83
2022-02-21,70.3,26.4,18.6,26.4,1006.3,88.2,2.5,2.13,3.66
2022-02-22,100.0,28.2,20.0,28.2,1009.6,86.8,1.26,0.74,4.39
2022-02-23,57.2,20.9,15.8,20.9,1014.2,92.5,5.03,2.04,3.79
2022-02-24,101.7,25.9,20.3,25.9,1027.6,83.6,2.35,3.02,1.86
2022-02-25,72.4,31.5,21.5,31.5,1002.9,35.2,3.49,2.1,1.59
2022-02-26,85.2,26.4,20.4,26.4,1012.2,60.2,4.2,3.22,4.82
2022-02-27,82.8,23.7,15.6,23.7,1011.8,58.7,2.65,1.01,7.07
2022-02-28,128.8,22.8,18.4,22.8,1008.1,91.6,3.15,2.09,3.55
2022-03-01,43.2,22.9,16.0,22.9,1004.3,89.8,2.69,3.31,3.97
2022-03-02,65.6,24.2,16.3,24.2,1008.2,80.9,2.61,3.12,0.5
2022-03-03,48.1,20.8,14.0,20.8,994.2,68.4,0.2,3.97,1.42
2022-03-04,42.8,28.5,17.9,28.5,1007.3,53.1,2.22,3.13,3.28
2022-03-05,40.2,26.8,18.5,26.8,1025.2,66.8,2.79,1.26,2.49
2022-03-06,76.6,24.5,15.6,24.5,1009.2,36.1,5.43,0.1,4.72
2022-03-07,57.8,26.8,15.5,26.8,1013.5,79.6,1.12,0.1,5.94
2022-03-08,78.1,24.6,18.7,24.6,1021.6,43.2,4.19,1.95,3.25
2022-03-09,28.7,31.6,25.9,31.6,992.9,40.6,5.17,1.56,1.28
2022-03-10,40.1,27.6,19.6,27.6,1006.2,59.4,1.82,2.4,2.37
2022-03-11,32.8,30.9,19.4,30.9,1013.0,58.0,3.3,2.49,6.18
2022-03-12,52.7,35.1,27.2,35.1,1009.7,40.0,3.82,2.62,3.81
2022-03-13,8.0,20.0,12.7,20.0,1016.2,84.8,0.57,3.24,2.93
2022-03-14,49.7,32.0,21.7,32.0,1005.3,48.6,1.12,0.1,4.87
2022-03-15,41.5,31.2,23.7,31.2,1004.9,74.6,1.91,2.73,4.63
2022-03-16,15.3,26.0,20.0,26.0,1007.5,91.0,5.07,1.56,3.3
2022-03-17,8.0,25.0,19.5,25.0,992.7,73.8,3.39,1.12,3.25
2022-03-18,15.8,31.9,23.1,31.9,1007.5,87.0,2.58,2.56,3.71
2022-03-19,10.6,25.2,19.9,25.2,1001.8,62.8,4.37,3.28,0.83
2022-03-20,15.6,19.0,13.5,19.0,1014.9,75.5,1.18,0.6,4.15
2022-03-21,42.5,25.0,16.6,25.0,1015.2,43.3,0.94,0.1,3.48
2022-03-22,44.1,30.8,19.0,30.8,1004.5,82.2,2.42,2.15,2.06
2022-03-23,24.5,31.3,20.7,31.3,999.9,44.1,4.3,2.23,6.92
2022-03-24,36.7,30.8,18.8,30.8,1005.4,39.9,2.99,2.88,5.41
2022-03-25,39.8,25.2,19.2,25.2,1015.4,52.9,3.24,2.18,2.46
2022-03-26,33.5,21.8,16.2,21.8,993.2,66.6,6.08,1.59,1.73
2022-03-27,39.6,31.4,25.2,31.4,1014.9,58.1,1.94,5.78,4.14
2022-03-28,26.6,28.5,18.0,28.5,1013.3,55.5,2.71,0.28,5.06
2022-03-29,32.3,29.6,18.9,29.6,1005.4,93.4,2.45,0.26,4.1
2022-03-30,43.1,23.9,15.5,23.9,1003.1,49.3,0.2,1.59,0.68
2022-03-31,29.2,34.1,23.4,34.1,1011.1,70.4,5.41,3.1,6.25
2022-04-01,8.0,18.3,11.6,18.3,1008.4,74.7,3.0,0.49,5.55
2022-04-02,40.5,23.5,17.9,23.5,1014.1,62.4,3.93,3.36,5.82
2022-04-03,52.9,30.5,18.5,30.5,1016.7,90.4,2.64,1.66,1.22
2022-04-04,26.5,29.4,18.6,29.4,1005.0,40.3,4.68,0.94,8.15
2022-04-05,41.3,23.9,12.5,23.9,1023.5,56.9,4.84,1.66,6.97
2022-04-06,30.5,15.2,9.7,15.2,1017.4,86.7,5.09,2.83,3.52
2022-04-07,27.0,26.8,14.8,26.8,1007.8,71.8,2.77,1.97,9.13
2022-04-08,59.0,23.8,14.1,23.8,1000.2,45.1,0.2,3.72,5.19
2022-04-09,10.6,25.3,15.8,25.3,1014.0,91.5,1.21,1.24,4.19
2022-04-10,63.0,24.3,12.7,24.3,1019.2,75.9,4.12,2.29,5.76
2022-04-11,83.6,23.1,18.8,23.1,1002.7,69.5,3.47,3.84,6.78
2022-04-12,97.9,27.4,17.2,27.4,1018.0,87.7,2.41,0.74,5.98
2022-04-13,13.2,24.9,18.0,24.9,1018.8,45.7,3.77,0.1,3.12
2022-04-14,69.5,18.8,12.8,18.8,1006.2,63.8,2.96,2.52,1.78
2022-04-15,54.3,20.6,12.8,20.6,1010.1,60.6,5.94,0.13,5.48
2022-04-16,64.7,14.8,8.1,14.8,1014.5,85.9,3.08,3.37,3.26
2022-04-17,13.4,17.3,8.0,17.3,1002.6,58.4,2.85,0.34,7.45
2022-04-18,67.1,31.1,19.4,31.1,1006.7,39.4,1.88,0.65,4.87
2022-04-19,45.7,25.9,17.5,25.9,1020.3,74.5,0.2,1.23,3.89
2022-04-20,64.1,21.0,14.8,21.0,1004.7,46.9,1.83,1.28,2.52
2022-04-21,53.9,24.7,13.9,24.7,1015.0,37.2,3.04,2.45,6.41
2022-04-22,66.1,18.9,13.7,18.9,999.7,40.7,3.16,3.67,3.36
2022-04-23,8.0,28.2,22.1,28.2,1011.1,36.0,3.47,2.64,0.82
2022-04-24,67.2,22.1,13.9,22.1,1023.8,70.0,1.99,0.1,4.32
2022-04-25,53.5,27.6,15.7,27.6,1003.7,63.6,2.82,2.98,6.05
2022-04-26,21.7,21.3,16.9,21.3,1005.9,35.6,5.69,2.25,5.77
2022-04-27,29.1,27.1,16.2,27.1,1009.8,68.2,5.65,3.44,5.37
2022-04-28,41.3,19.7,13.6,19.7,1014.9,44.8,3.9,0.82,0.5
2022-04-29,14.7,18.3,9.3,18.3,1019.1,35.9,2.83,3.39,6.52
2022-04-30,27.4,32.5,21.3,32.5,1010.0,53.7,0.36,1.06,3.78
2022-05-01,55.2,21.6,14.5,21.6,1017.8,39.8,3.65,3.52,3.19
2022-05-02,32.3,23.4,17.3,23.4,1005.9,79.9,2.2,0.84,4.97
2022-05-03,85.9,26.8,16.3,26.8,1006.5,66.9,1.47,1.83,7.67
2022-05-04,11.1,31.2,22.5,31.2,1008.1,57.3,3.45,2.34,0.7
2022-05-05,49.1,17.9,11.9,17.9,1008.3,88.7,0.78,1.43,1.42
2022-05-06,64.5,23.2,15.0,23.2,1004.5,56.8,4.43,0.83,0.5
2022-05-07,50.2,18.1,11.4,18.1,1017.3,54.9,3.82,1.18,6.98
2022-05-08,73.1,19.3,14.1,19.3,1003.3,58.3,4.22,0.26,5.83
2022-05-09,8.0,17.4,12.6,17.4,1026.8,81.2,2.87,1.19,6.13
2022-05-10,8.0,27.9,16.1,27.9,1006.9,87.6,3.51,1.03,4.05
2022-05-11,64.0,27.0,16.8,27.0,1007.2,37.7,2.58,3.75,5.45
2022-05-12,33.9,19.3,8.0,19.3,1016.0,62.6,0.2,0.63,5.85
2022-05-13,13.4,18.3,14.2,18.3,1019.8,35.2,2.35,1.34,7.26
2022-05-14,66.6,23.6,15.6,23.6,1003.7,62.3,1.42,3.07,4.72
2022-05-15,47.3,29.9,18.6,29.9,1003.2,69.3,6.01,0.55,3.05
2022-05-16,66.6,25.9,15.4,25.9,999.4,37.9,4.03,3.68,4.11
2022-05-17,66.1,17.0,11.9,17.0,1004.6,71.1,2.31,2.9,6.14
2022-05-18,15.3,28.5,21.1,28.5,1001.8,36.0,0.31,2.01,4.58
2022-05-19,35.0,25.5,18.1,25.5,1010.0,49.8,2.56,0.98,3.1
2022-05-20,37.7,26.6,16.8,26.6,997.5,65.7,3.21,2.43,5.79
2022-05-21,72.5,28.0,18.0,28.0,1001.7,92.1,1.8,2.32,4.44
2022-05-22,40.1,19.8,15.4,19.8,1011.7,82.4,2.96,1.34,1.94
2022-05-23,52.3,26.7,17.7,26.7,1028.4,88.9,1.88,4.73,2.48
2022-05-24,34.6,21.6,17.1,21.6,1010.9,42.1,3.9,2.76,5.18
2022-05-25,42.8,25.9,19.8,25.9,1006.6,36.0,3.86,2.4,5.35
2022-05-26,8.0,27.7,20.8,27.7,1020.7,51.9,1.23,2.33,2.03
2022-05-27,58.1,24.7,13.9,24.7,1020.9,78.3,2.94,1.16,1.18
2022-05-28,24.6,20.7,15.1,20.7,997.8,41.7,5.53,2.72,5.09
2022-05-29,39.7,18.7,11.3,18.7,1013.1,76.4,6.35,2.87,4.85
2022-05-30,79.0,17.0,10.6,17.0,1007.0,61.3,3.54,1.62,7.48
2022-05-31,78.0,26.4,19.1,26.4,1014.9,46.7,0.9,2.42,5.41
2022-06-01,30.4,30.1,22.3,30.1,1003.4,43.5,1.25,2.7,2.27
2022-06-02,48.1,23.9,17.6,23.9,1008.8,56.8,5.15,1.79,6.75
2022-06-03,35.8,24.3,18.7,24.3,1012.7,86.5,0.27,3.05,3.52
2022-06-04,21.6,27.2,16.0,27.2,1023.3,84.7,2.57,1.14,6.33
2022-06-05,14.4,25.3,17.8,25.3,1015.3,56.6,1.9,2.06,1.16
2022-06-06,32.6,31.0,19.4,31.0,1019.0,47.6,0.2,0.33,3.03
2022-06-07,25.5,20.7,15.7,20.7,1015.8,52.0,0.6,0.51,8.23
2022-06-08,8.0,23.3,15.3,23.3,1013.9,66.9,2.5,3.04,6.42
2022-06-09,8.0,24.4,19.0,24.4,1018.8,49.1,1.99,0.26,4.79
2022-06-10,69.4,29.9,18.7,29.9,1029.2,83.6,3.85,1.32,4.1
2022-06-11,27.2,31.7,22.1,31.7,1005.7,76.8,3.23,1.45,4.84
2022-06-12,8.0,25.2,14.6,25.2,1008.6,63.1,3.29,1.58,0.88
2022-06-13,49.6,27.5,16.7,27.5,993.9,55.2,0.2,0.95,6.08
2022-06-14,39.1,20.9,15.9,20.9,1016.1,51.9,3.09,2.17,0.5
2022-06-15,15.4,26.1,21.4,26.1,1008.9,82.7,1.77,3.35,3.46
2022-06-16,8.0,14.3,8.0,14.3,994.3,79.4,3.69,2.85,0.5
2022-06-17,46.3,22.5,17.8,22.5,1015.9,87.2,0.69,0.27,1.78
2022-06-18,47.0,18.1,10.7,18.1,1002.4,50.5,1.99,3.03,2.58
2022-06-19,8.0,18.0,14.0,18.0,1002.5,88.8,5.22,1.29,4.07
2022-06-20,58.6,18.8,13.4,18.8,1001.2,90.0,3.25,1.8,4.05
2022-06-21,56.4,26.0,19.4,26.0,1009.8,43.1,3.55,1.7,2.66
2022-06-22,12.9,19.9,8.8,19.9,1005.0,74.3,0.92,1.44,1.98
2022-06-23,8.0,25.0,18.7,25.0,1013.3,42.4,2.59,0.1,2.97
2022-06-24,11.5,28.5,18.2,28.5,1008.3,93.4,2.72,2.6,5.45
2022-06-25,22.3,18.8,14.7,18.8,1006.3,70.9,4.09,2.97,3.15
2022-06-26,8.0,20.1,15.6,20.1,1018.5,59.6,2.12,2.83,2.95
2022-06-27,19.9,28.6,22.7,28.6,1014.7,36.7,0.98,2.61,4.02
2022-06-28,29.3,24.8,13.7,24.8,1008.2,51.2,4.57,2.38,0.6
2022-06-29,8.0,16.0,9.5,16.0,1014.1,40.2,1.53,2.26,2.39
2022-06-30,8.0,16.7,10.2,16.7,1021.0,70.0,4.29,3.53,3.54
2022-07-01,22.6,20.5,13.4,20.5,1014.9,87.7,3.92,3.36,4.58
2022-07-02,31.9,22.0,15.6,22.0,1000.7,46.0,2.73,0.91,8.19
2022-07-03,8.0,16.7,12.3,16.7,994.1,92.2,0.2,0.78,3.63
2022-07-04,31.6,29.1,20.2,29.1,1019.0,46.3,1.72,3.27,2.92
2022-07-05,8.3,30.4,21.9,30.4,1011.3,85.7,3.73,0.3,3.7
2022-07-06,8.0,20.8,16.3,20.8,1020.4,37.3,1.2,1.91,1.47
2022-07-07,24.6,29.1,18.0,29.1,994.1,60.8,3.18,2.3,6.2
2022-07-08,8.0,29.3,17.9,29.3,1011.1,67.4,3.44,1.24,4.26
2022-07-09,8.0,15.4,10.1,15.4,1009.1,79.2,1.14,1.95,6.99
2022-07-10,49.7,29.8,19.0,29.8,1008.8,52.3,3.0,2.43,3.42
2022-07-11,67.5,31.4,21.7,31.4,1003.5,53.8,5.49,1.27,6.28
2022-07-12,71.3,19.2,12.0,19.2,1006.8,52.5,2.89,4.26,5.06
2022-07-13,23.3,28.5,20.3,28.5,1006.6,56.2,1.18,1.34,3.97
2022-07-14,8.0,19.4,8.0,19.4,1003.3,39.0,1.85,0.75,1.73
2022-07-15,27.6,36.2,25.4,36.2,1015.5,77.8,2.38,0.51,5.43
2022-07-16,17.8,25.0,15.9,25.0,1004.9,77.4,3.28,0.27,1.52
2022-07-17,16.1,23.2,12.9,23.2,1017.6,36.2,2.71,1.96,5.6
2022-07-18,8.0,27.2,17.2,27.2,999.7,72.8,1.83,2.63,6.08
2022-07-19,8.0,22.2,15.5,22.2,1016.5,92.9,2.56,0.21,1.63
2022-07-20,41.3,30.4,19.6,30.4,1007.4,88.2,0.2,1.51,7.12
2022-07-21,78.2,20.1,15.3,20.1,1005.3,77.5,0.2,3.08,3.13
2022-07-22,82.0,21.3,17.1,21.3,995.1,49.2,1.87,1.74,0.5
2022-07-23,46.7,30.0,19.7,30.0,1010.3,51.6,3.86,2.06,7.33
2022-07-24,17.5,19.8,13.3,19.8,989.2,79.5,3.93,2.25,2.25
2022-07-25,32.4,14.2,8.0,14.2,1013.8,38.0,1.26,3.03,7.63
2022-07-26,13.0,29.5,18.7,29.5,993.9,59.3,2.48,2.18,2.73
2022-07-27,16.3,28.9,19.0,28.9,1007.8,86.6,4.33,2.66,5.26
2022-07-28,28.3,31.1,25.1,31.1,1013.7,62.8,1.55,1.11,3.84
2022-07-29,32.4,22.5,12.8,22.5,1001.1,59.3,2.78,0.44,5.04
2022-07-30,39.5,26.5,14.6,26.5,1010.2,50.9,0.98,0.1,2.63
2022-07-31,15.7,24.5,14.0,24.5,990.5,94.5,0.2,3.55,2.77
2022-08-01,10.8,15.9,11.4,15.9,1006.3,58.4,0.2,3.35,4.69
2022-08-02,37.5,26.9,20.7,26.9,1008.3,60.7,3.07,1.65,3.99
2022-08-03,11.1,30.4,18.7,30.4,1009.6,56.4,0.2,1.66,7.33
2022-08-04,13.2,16.2,9.4,16.2,1014.0,40.4,3.59,0.71,1.22
2022-08-05,20.0,19.5,13.9,19.5,1006.7,85.2,2.52,1.92,5.4
2022-08-06,12.4,22.0,10.5,22.0,1007.6,84.9,3.7,1.17,5.79
2022-08-07,8.0,31.1,19.9,31.1,1015.8,78.5,2.01,2.34,1.77
2022-08-08,22.0,30.1,20.2,30.1,1008.2,58.7,3.49,2.05,1.88
2022-08-09,50.4,18.1,9.2,18.1,1012.5,86.8,4.75,3.26,2.77
2022-08-10,9.9,22.0,10.5,22.0,1013.2,82.4,2.96,2.26,2.78
2022-08-11,32.9,15.9,9.9,15.9,1021.5,49.1,1.73,1.54,6.67
2022-08-12,68.7,16.5,9.8,16.5,1011.5,93.4,1.17,2.72,3.31
2022-08-13,83.5,28.7,17.5,28.7,1006.9,54.9,3.45,0.64,4.35
2022-08-14,8.0,20.4,12.8,20.4,999.0,69.6,0.96,2.58,5.51
2022-08-15,17.9,22.1,11.3,22.1,993.4,72.3,3.53,2.74,5.87
2022-08-16,18.5,18.3,10.8,18.3,1014.2,40.5,1.38,0.27,1.57
2022-08-17,45.0,22.3,17.6,22.3,1001.0,85.2,3.26,0.54,3.57
2022-08-18,8.0,17.0,10.8,17.0,1016.9,63.8,1.27,2.91,3.13
2022-08-19,10.3,27.0,17.9,27.0,1018.6,75.3,1.57,1.8,3.79
2022-08-20,8.0,20.4,11.9,20.4,996.9,90.7,2.86,1.78,4.99
2022-08-21,35.9,25.9,20.7,25.9,1007.8,51.4,5.27,3.09,2.06
2022-08-22,15.6,17.0,13.0,17.0,1011.4,55.5,0.2,3.19,4.79
2022-08-23,8.0,24.6,15.2,24.6,1010.1,78.3,0.2,3.53,3.17
2022-08-24,61.7,25.1,17.5,25.1,1014.2,48.1,2.53,0.96,5.28
2022-08-25,41.9,34.1,24.3,34.1,1008.1,74.9,0.56,1.68,8.18
2022-08-26,59.7,23.9,12.3,23.9,1019.2,45.1,3.02,2.25,2.19
2022-08-27,11.3,23.9,18.8,23.9,1024.6,81.1,0.2,1.56,4.5
2022-08-28,33.8,20.6,16.2,20.6,1021.7,81.7,3.53,1.62,1.55
2022-08-29,59.7,16.6,8.0,16.6,1013.3,44.6,3.59,1.85,3.04
2022-08-30,78.5,21.3,15.0,21.3,1001.1,46.8,3.44,2.65,3.96
2022-08-31,8.0,29.4,18.7,29.4,1007.1,81.1,1.2,2.16,2.63
2022-09-01,8.0,30.5,23.1,30.5,1019.5,35.2,3.93,2.92,6.4
2022-09-02,83.9,21.2,15.0,21.2,1009.5,64.3,0.39,2.01,5.25
2022-09-03,10.4,25.3,20.5,25.3,1006.6,93.6,5.12,2.55,2.03
2022-09-04,61.6,25.6,15.3,25.6,1010.9,48.5,4.11,2.93,6.44
2022-09-05,39.5,17.9,12.8,17.9,1017.0,37.0,6.88,1.71,2.83
2022-09-06,53.7,26.0,19.0,26.0,1008.2,67.8,3.75,2.92,3.4
2022-09-07,35.8,27.8,19.4,27.8,985.3,68.8,1.34,1.72,4.36
2022-09-08,48.0,23.5,18.5,23.5,1010.2,72.4,1.58,2.37,7.13
2022-09-09,33.6,19.8,8.0,19.8,1006.9,88.1,4.08,2.56,3.47
2022-09-10,47.3,22.8,17.7,22.8,1012.4,67.0,1.99,1.45,4.05
2022-09-11,8.0,17.7,11.0,17.7,1008.1,80.3,2.3,2.03,4.05
2022-09-12,26.6,17.4,12.8,17.4,1004.5,64.0,0.2,0.73,5.98
2022-09-13,21.3,19.5,13.3,19.5,1001.6,50.3,0.2,1.46,2.7
2022-09-14,38.5,26.9,19.5,26.9,1022.9,76.5,0.2,0.1,7.08
2022-09-15,22.8,18.8,13.4,18.8,1001.3,70.7,2.37,4.15,3.6
2022-09-16,8.0,30.6,19.4,30.6,1008.1,86.9,2.1,3.39,3.99
2022-09-17,8.0,23.4,18.0,23.4,1019.8,42.0,2.59,2.73,5.13
2022-09-18,18.1,26.7,19.6,26.7,1014.9,91.1,2.65,2.5,2.42
2022-09-19,14.6,18.2,13.9,18.2,1004.3,45.5,4.79,2.43,0.79
2022-09-20,28.3,24.9,20.2,24.9,1018.9,62.1,3.14,1.7,2.99
2022-09-21,18.8,23.6,16.3,23.6,1013.4,52.3,2.61,2.48,0.77
2022-09-22,8.0,22.2,12.9,22.2,1007.9,36.3,1.21,2.82,4.58
2022-09-23,8.0,26.8,16.1,26.8,1023.7,82.1,1.93,2.12,3.63
2022-09-24,23.9,30.4,22.3,30.4,1016.8,79.3,1.06,4.05,5.41
2022-09-25,49.4,23.2,12.6,23.2,1013.4,75.3,5.95,2.7,3.56
2022-09-26,30.3,30.5,19.7,30.5,1014.8,49.3,4.73,0.54,3.07
2022-09-27,8.0,22.1,16.5,22.1,1015.4,55.3,2.09,3.26,2.98
